,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos
0,Guapiaçu,3517505,2020-04-22T00:00:00Z,1,0,,
1,Guapiaçu,3517505,2020-04-23T00:00:00Z,0,0,,
2,Guapiaçu,3517505,2020-04-24T00:00:00Z,1,0,,
3,Guapiaçu,3517505,2020-04-25T00:00:00Z,0,0,,
4,Guapiaçu,3517505,2020-04-26T00:00:00Z,0,0,,
5,Guapiaçu,3517505,2020-04-27T00:00:00Z,1,0,,
6,Guapiaçu,3517505,2020-04-28T00:00:00Z,0,0,0.42857142857142855,0.0
7,Guapiaçu,3517505,2020-04-29T00:00:00Z,0,0,0.2857142857142857,0.0
8,Guapiaçu,3517505,2020-04-30T00:00:00Z,0,0,0.2857142857142857,0.0
9,Guapiaçu,3517505,2020-05-01T00:00:00Z,1,0,0.2857142857142857,0.0
10,Guapiaçu,3517505,2020-05-02T00:00:00Z,0,0,0.2857142857142857,0.0
11,Guapiaçu,3517505,2020-05-03T00:00:00Z,1,0,0.42857142857142855,0.0
12,Guapiaçu,3517505,2020-05-04T00:00:00Z,1,0,0.42857142857142855,0.0
13,Guapiaçu,3517505,2020-05-05T00:00:00Z,7,0,1.4285714285714286,0.0
14,Guapiaçu,3517505,2020-05-06T00:00:00Z,0,0,1.4285714285714286,0.0
15,Guapiaçu,3517505,2020-05-07T00:00:00Z,0,0,1.4285714285714286,0.0
16,Guapiaçu,3517505,2020-05-08T00:00:00Z,1,0,1.4285714285714286,0.0
17,Guapiaçu,3517505,2020-05-09T00:00:00Z,2,1,1.7142857142857142,0.14285714285714285
18,Guapiaçu,3517505,2020-05-10T00:00:00Z,2,0,1.8571428571428572,0.14285714285714285
19,Guapiaçu,3517505,2020-05-11T00:00:00Z,1,0,1.8571428571428572,0.14285714285714285
20,Guapiaçu,3517505,2020-05-12T00:00:00Z,0,0,0.8571428571428571,0.14285714285714285
21,Guapiaçu,3517505,2020-05-13T00:00:00Z,0,0,0.8571428571428571,0.14285714285714285
