,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito
0,Suzanápolis,3552551,2020-04-15T00:00:00Z,1,0
1,Suzanápolis,3552551,2020-06-14T00:00:00Z,1,0
2,Suzanápolis,3552551,2020-06-18T00:00:00Z,1,0
3,Suzanápolis,3552551,2020-06-19T00:00:00Z,1,0
4,Suzanápolis,3552551,2020-06-23T00:00:00Z,1,0
5,Suzanápolis,3552551,2020-06-28T00:00:00Z,1,0
6,Suzanápolis,3552551,2020-06-29T00:00:00Z,7,0
7,Suzanápolis,3552551,2020-06-30T00:00:00Z,1,0
8,Suzanápolis,3552551,2020-07-01T00:00:00Z,1,0
9,Suzanápolis,3552551,2020-07-03T00:00:00Z,1,0
10,Suzanápolis,3552551,2020-07-05T00:00:00Z,1,0
11,Suzanápolis,3552551,2020-07-07T00:00:00Z,2,0
12,Suzanápolis,3552551,2020-07-08T00:00:00Z,1,0
13,Suzanápolis,3552551,2020-07-11T00:00:00Z,1,0
14,Suzanápolis,3552551,2020-07-13T00:00:00Z,2,0
15,Suzanápolis,3552551,2020-07-15T00:00:00Z,1,0
16,Suzanápolis,3552551,2020-07-16T00:00:00Z,2,0
17,Suzanápolis,3552551,2020-07-17T00:00:00Z,2,0
18,Suzanápolis,3552551,2020-07-18T00:00:00Z,1,0
19,Suzanápolis,3552551,2020-07-20T00:00:00Z,2,0
20,Suzanápolis,3552551,2020-07-21T00:00:00Z,1,0
21,Suzanápolis,3552551,2020-07-22T00:00:00Z,2,0
22,Suzanápolis,3552551,2020-07-27T00:00:00Z,2,0
23,Suzanápolis,3552551,2020-08-01T00:00:00Z,1,0
24,Suzanápolis,3552551,2020-08-14T00:00:00Z,3,0
25,Suzanápolis,3552551,2020-08-21T00:00:00Z,2,0
26,Suzanápolis,3552551,2020-08-25T00:00:00Z,1,0
27,Suzanápolis,3552551,2020-09-04T00:00:00Z,1,0
28,Suzanápolis,3552551,2020-09-07T00:00:00Z,1,0
29,Suzanápolis,3552551,2020-09-11T00:00:00Z,3,0
30,Suzanápolis,3552551,2020-09-12T00:00:00Z,2,0
31,Suzanápolis,3552551,2020-09-13T00:00:00Z,1,0
32,Suzanápolis,3552551,2020-09-14T00:00:00Z,3,0
33,Suzanápolis,3552551,2020-09-15T00:00:00Z,2,0
34,Suzanápolis,3552551,2020-09-17T00:00:00Z,1,0
35,Suzanápolis,3552551,2020-09-18T00:00:00Z,4,0
36,Suzanápolis,3552551,2020-09-20T00:00:00Z,1,0
37,Suzanápolis,3552551,2020-09-21T00:00:00Z,1,0
38,Suzanápolis,3552551,2020-09-22T00:00:00Z,3,0
39,Suzanápolis,3552551,2020-09-23T00:00:00Z,3,0
40,Suzanápolis,3552551,2020-09-24T00:00:00Z,2,0
41,Suzanápolis,3552551,2020-09-25T00:00:00Z,1,0
42,Suzanápolis,3552551,2020-09-26T00:00:00Z,1,0
43,Suzanápolis,3552551,2020-09-27T00:00:00Z,1,0
44,Suzanápolis,3552551,2020-09-28T00:00:00Z,1,0
45,Suzanápolis,3552551,2020-09-30T00:00:00Z,3,0
46,Suzanápolis,3552551,2020-10-01T00:00:00Z,5,0
47,Suzanápolis,3552551,2020-10-02T00:00:00Z,2,0
48,Suzanápolis,3552551,2020-10-03T00:00:00Z,2,0
49,Suzanápolis,3552551,2020-10-04T00:00:00Z,3,0
50,Suzanápolis,3552551,2020-10-05T00:00:00Z,5,0
51,Suzanápolis,3552551,2020-10-07T00:00:00Z,6,1
52,Suzanápolis,3552551,2020-10-08T00:00:00Z,2,0
53,Suzanápolis,3552551,2020-10-10T00:00:00Z,2,0
54,Suzanápolis,3552551,2020-10-13T00:00:00Z,1,0
55,Suzanápolis,3552551,2020-10-15T00:00:00Z,1,0
56,Suzanápolis,3552551,2020-10-16T00:00:00Z,3,0
57,Suzanápolis,3552551,2020-10-17T00:00:00Z,1,0
58,Suzanápolis,3552551,2020-10-19T00:00:00Z,8,1
59,Suzanápolis,3552551,2020-10-20T00:00:00Z,4,0
60,Suzanápolis,3552551,2020-10-22T00:00:00Z,4,0
61,Suzanápolis,3552551,2020-10-23T00:00:00Z,5,0
62,Suzanápolis,3552551,2020-10-24T00:00:00Z,1,0
63,Suzanápolis,3552551,2020-10-25T00:00:00Z,1,0
64,Suzanápolis,3552551,2020-10-29T00:00:00Z,3,0
65,Suzanápolis,3552551,2020-11-21T00:00:00Z,2,0
66,Suzanápolis,3552551,2020-11-23T00:00:00Z,1,0
67,Suzanápolis,3552551,2020-11-25T00:00:00Z,2,0
68,Suzanápolis,3552551,2020-11-27T00:00:00Z,2,0
