,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos
0,Floreal,3515905,2020-05-11T00:00:00Z,2,0,,
1,Floreal,3515905,2020-05-12T00:00:00Z,0,0,,
2,Floreal,3515905,2020-05-13T00:00:00Z,0,0,,
3,Floreal,3515905,2020-05-14T00:00:00Z,0,0,,
4,Floreal,3515905,2020-05-15T00:00:00Z,0,0,,
5,Floreal,3515905,2020-05-16T00:00:00Z,1,0,,
6,Floreal,3515905,2020-05-17T00:00:00Z,2,0,0.7142857142857143,0.0
7,Floreal,3515905,2020-05-18T00:00:00Z,0,0,0.42857142857142855,0.0
8,Floreal,3515905,2020-05-19T00:00:00Z,0,0,0.42857142857142855,0.0
9,Floreal,3515905,2020-05-20T00:00:00Z,0,0,0.42857142857142855,0.0
10,Floreal,3515905,2020-05-21T00:00:00Z,0,0,0.42857142857142855,0.0
11,Floreal,3515905,2020-05-22T00:00:00Z,0,0,0.42857142857142855,0.0
12,Floreal,3515905,2020-05-23T00:00:00Z,0,0,0.2857142857142857,0.0
13,Floreal,3515905,2020-05-24T00:00:00Z,0,0,0.0,0.0
14,Floreal,3515905,2020-05-25T00:00:00Z,0,0,0.0,0.0
15,Floreal,3515905,2020-05-26T00:00:00Z,1,0,0.14285714285714285,0.0
16,Floreal,3515905,2020-05-27T00:00:00Z,0,0,0.14285714285714285,0.0
17,Floreal,3515905,2020-05-28T00:00:00Z,0,0,0.14285714285714285,0.0
18,Floreal,3515905,2020-05-29T00:00:00Z,0,0,0.14285714285714285,0.0
19,Floreal,3515905,2020-05-30T00:00:00Z,0,0,0.14285714285714285,0.0
20,Floreal,3515905,2020-05-31T00:00:00Z,0,0,0.14285714285714285,0.0
21,Floreal,3515905,2020-06-01T00:00:00Z,1,0,0.2857142857142857,0.0
22,Floreal,3515905,2020-06-02T00:00:00Z,0,0,0.14285714285714285,0.0
23,Floreal,3515905,2020-06-03T00:00:00Z,0,0,0.14285714285714285,0.0
24,Floreal,3515905,2020-06-04T00:00:00Z,0,0,0.14285714285714285,0.0
25,Floreal,3515905,2020-06-05T00:00:00Z,0,0,0.14285714285714285,0.0
26,Floreal,3515905,2020-06-06T00:00:00Z,0,0,0.14285714285714285,0.0
27,Floreal,3515905,2020-06-07T00:00:00Z,0,0,0.14285714285714285,0.0
28,Floreal,3515905,2020-06-08T00:00:00Z,0,0,0.0,0.0
29,Floreal,3515905,2020-06-09T00:00:00Z,0,0,0.0,0.0
30,Floreal,3515905,2020-06-10T00:00:00Z,0,0,0.0,0.0
31,Floreal,3515905,2020-06-11T00:00:00Z,2,1,0.2857142857142857,0.14285714285714285
32,Floreal,3515905,2020-06-12T00:00:00Z,1,0,0.42857142857142855,0.14285714285714285
33,Floreal,3515905,2020-06-13T00:00:00Z,0,0,0.42857142857142855,0.14285714285714285
34,Floreal,3515905,2020-06-14T00:00:00Z,0,0,0.42857142857142855,0.14285714285714285
35,Floreal,3515905,2020-06-15T00:00:00Z,4,0,1.0,0.14285714285714285
36,Floreal,3515905,2020-06-16T00:00:00Z,1,0,1.1428571428571428,0.14285714285714285
37,Floreal,3515905,2020-06-17T00:00:00Z,1,0,1.2857142857142858,0.14285714285714285
38,Floreal,3515905,2020-06-18T00:00:00Z,3,0,1.4285714285714286,0.0
39,Floreal,3515905,2020-06-19T00:00:00Z,1,0,1.4285714285714286,0.0
40,Floreal,3515905,2020-06-20T00:00:00Z,0,0,1.4285714285714286,0.0
41,Floreal,3515905,2020-06-21T00:00:00Z,0,0,1.4285714285714286,0.0
42,Floreal,3515905,2020-06-22T00:00:00Z,0,0,0.8571428571428571,0.0
43,Floreal,3515905,2020-06-23T00:00:00Z,0,0,0.7142857142857143,0.0
44,Floreal,3515905,2020-06-24T00:00:00Z,0,0,0.5714285714285714,0.0
45,Floreal,3515905,2020-06-25T00:00:00Z,0,0,0.14285714285714285,0.0
46,Floreal,3515905,2020-06-26T00:00:00Z,0,0,0.0,0.0
47,Floreal,3515905,2020-06-27T00:00:00Z,0,0,0.0,0.0
48,Floreal,3515905,2020-06-28T00:00:00Z,0,0,0.0,0.0
49,Floreal,3515905,2020-06-29T00:00:00Z,1,0,0.14285714285714285,0.0
50,Floreal,3515905,2020-06-30T00:00:00Z,0,0,0.14285714285714285,0.0
51,Floreal,3515905,2020-07-01T00:00:00Z,1,0,0.2857142857142857,0.0
52,Floreal,3515905,2020-07-02T00:00:00Z,0,0,0.2857142857142857,0.0
53,Floreal,3515905,2020-07-03T00:00:00Z,0,0,0.2857142857142857,0.0
54,Floreal,3515905,2020-07-04T00:00:00Z,0,0,0.2857142857142857,0.0
55,Floreal,3515905,2020-07-05T00:00:00Z,0,0,0.2857142857142857,0.0
56,Floreal,3515905,2020-07-06T00:00:00Z,1,0,0.2857142857142857,0.0
57,Floreal,3515905,2020-07-07T00:00:00Z,0,0,0.2857142857142857,0.0
58,Floreal,3515905,2020-07-08T00:00:00Z,0,0,0.14285714285714285,0.0
59,Floreal,3515905,2020-07-09T00:00:00Z,0,0,0.14285714285714285,0.0
60,Floreal,3515905,2020-07-10T00:00:00Z,0,0,0.14285714285714285,0.0
61,Floreal,3515905,2020-07-11T00:00:00Z,0,0,0.14285714285714285,0.0
62,Floreal,3515905,2020-07-12T00:00:00Z,0,0,0.14285714285714285,0.0
63,Floreal,3515905,2020-07-13T00:00:00Z,0,0,0.0,0.0
64,Floreal,3515905,2020-07-14T00:00:00Z,0,0,0.0,0.0
65,Floreal,3515905,2020-07-15T00:00:00Z,0,0,0.0,0.0
66,Floreal,3515905,2020-07-16T00:00:00Z,0,0,0.0,0.0
67,Floreal,3515905,2020-07-17T00:00:00Z,0,0,0.0,0.0
68,Floreal,3515905,2020-07-18T00:00:00Z,0,0,0.0,0.0
69,Floreal,3515905,2020-07-19T00:00:00Z,0,0,0.0,0.0
70,Floreal,3515905,2020-07-20T00:00:00Z,0,0,0.0,0.0
71,Floreal,3515905,2020-07-21T00:00:00Z,0,0,0.0,0.0
72,Floreal,3515905,2020-07-22T00:00:00Z,0,0,0.0,0.0
73,Floreal,3515905,2020-07-23T00:00:00Z,1,0,0.14285714285714285,0.0
74,Floreal,3515905,2020-07-24T00:00:00Z,0,0,0.14285714285714285,0.0
75,Floreal,3515905,2020-07-25T00:00:00Z,0,0,0.14285714285714285,0.0
76,Floreal,3515905,2020-07-26T00:00:00Z,0,0,0.14285714285714285,0.0
77,Floreal,3515905,2020-07-27T00:00:00Z,0,0,0.14285714285714285,0.0
78,Floreal,3515905,2020-07-28T00:00:00Z,0,0,0.14285714285714285,0.0
79,Floreal,3515905,2020-07-29T00:00:00Z,1,0,0.2857142857142857,0.0
80,Floreal,3515905,2020-07-30T00:00:00Z,0,0,0.14285714285714285,0.0
81,Floreal,3515905,2020-07-31T00:00:00Z,0,0,0.14285714285714285,0.0
82,Floreal,3515905,2020-08-01T00:00:00Z,1,0,0.2857142857142857,0.0
83,Floreal,3515905,2020-08-02T00:00:00Z,0,0,0.2857142857142857,0.0
84,Floreal,3515905,2020-08-03T00:00:00Z,0,0,0.2857142857142857,0.0
85,Floreal,3515905,2020-08-04T00:00:00Z,0,0,0.2857142857142857,0.0
86,Floreal,3515905,2020-08-05T00:00:00Z,3,0,0.5714285714285714,0.0
87,Floreal,3515905,2020-08-06T00:00:00Z,0,0,0.5714285714285714,0.0
88,Floreal,3515905,2020-08-07T00:00:00Z,0,0,0.5714285714285714,0.0
89,Floreal,3515905,2020-08-08T00:00:00Z,1,0,0.5714285714285714,0.0
90,Floreal,3515905,2020-08-09T00:00:00Z,0,0,0.5714285714285714,0.0
91,Floreal,3515905,2020-08-10T00:00:00Z,0,0,0.5714285714285714,0.0
92,Floreal,3515905,2020-08-11T00:00:00Z,0,0,0.5714285714285714,0.0
93,Floreal,3515905,2020-08-12T00:00:00Z,1,0,0.2857142857142857,0.0
94,Floreal,3515905,2020-08-13T00:00:00Z,0,0,0.2857142857142857,0.0
95,Floreal,3515905,2020-08-14T00:00:00Z,1,0,0.42857142857142855,0.0
96,Floreal,3515905,2020-08-15T00:00:00Z,1,0,0.42857142857142855,0.0
97,Floreal,3515905,2020-08-16T00:00:00Z,0,0,0.42857142857142855,0.0
98,Floreal,3515905,2020-08-17T00:00:00Z,0,0,0.42857142857142855,0.0
99,Floreal,3515905,2020-08-18T00:00:00Z,0,0,0.42857142857142855,0.0
100,Floreal,3515905,2020-08-19T00:00:00Z,0,0,0.2857142857142857,0.0
101,Floreal,3515905,2020-08-20T00:00:00Z,0,0,0.2857142857142857,0.0
102,Floreal,3515905,2020-08-21T00:00:00Z,0,0,0.14285714285714285,0.0
