,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito
101,Aspásia,3503950,2021-06-13T00:00:00Z,4,0
102,Aspásia,3503950,2021-06-14T00:00:00Z,6,0
103,Aspásia,3503950,2021-06-15T00:00:00Z,5,0
104,Aspásia,3503950,2021-06-16T00:00:00Z,3,0
105,Aspásia,3503950,2021-06-17T00:00:00Z,1,0
106,Aspásia,3503950,2021-06-18T00:00:00Z,2,0
107,Aspásia,3503950,2021-06-19T00:00:00Z,2,0
108,Aspásia,3503950,2021-06-20T00:00:00Z,1,1
109,Aspásia,3503950,2021-06-23T00:00:00Z,1,0
110,Aspásia,3503950,2021-06-25T00:00:00Z,4,0
111,Aspásia,3503950,2021-06-27T00:00:00Z,1,0
112,Aspásia,3503950,2021-06-28T00:00:00Z,1,0
113,Aspásia,3503950,2021-06-29T00:00:00Z,1,0
114,Aspásia,3503950,2021-07-01T00:00:00Z,1,0
115,Aspásia,3503950,2021-07-11T00:00:00Z,2,0
116,Aspásia,3503950,2021-07-12T00:00:00Z,1,0
117,Aspásia,3503950,2021-07-14T00:00:00Z,1,0
118,Aspásia,3503950,2021-07-17T00:00:00Z,1,0
119,Aspásia,3503950,2021-07-18T00:00:00Z,1,0
120,Aspásia,3503950,2021-07-20T00:00:00Z,1,0
121,Aspásia,3503950,2021-07-21T00:00:00Z,2,0
122,Aspásia,3503950,2021-07-23T00:00:00Z,1,0
