,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito
0,Cardoso,3510708,2020-05-12T00:00:00Z,1,0
1,Cardoso,3510708,2020-05-13T00:00:00Z,1,0
2,Cardoso,3510708,2020-06-09T00:00:00Z,1,0
3,Cardoso,3510708,2020-06-10T00:00:00Z,1,0
4,Cardoso,3510708,2020-06-11T00:00:00Z,1,0
5,Cardoso,3510708,2020-06-12T00:00:00Z,2,0
6,Cardoso,3510708,2020-06-13T00:00:00Z,2,0
7,Cardoso,3510708,2020-06-14T00:00:00Z,1,0
8,Cardoso,3510708,2020-06-15T00:00:00Z,4,0
9,Cardoso,3510708,2020-06-16T00:00:00Z,2,0
10,Cardoso,3510708,2020-06-18T00:00:00Z,1,1
11,Cardoso,3510708,2020-06-19T00:00:00Z,1,0
12,Cardoso,3510708,2020-06-20T00:00:00Z,1,0
13,Cardoso,3510708,2020-06-22T00:00:00Z,3,0
14,Cardoso,3510708,2020-06-24T00:00:00Z,1,1
15,Cardoso,3510708,2020-06-25T00:00:00Z,1,0
16,Cardoso,3510708,2020-06-26T00:00:00Z,2,0
17,Cardoso,3510708,2020-06-27T00:00:00Z,1,0
18,Cardoso,3510708,2020-06-28T00:00:00Z,2,0
19,Cardoso,3510708,2020-06-29T00:00:00Z,1,0
20,Cardoso,3510708,2020-06-30T00:00:00Z,1,0
21,Cardoso,3510708,2020-07-03T00:00:00Z,1,0
22,Cardoso,3510708,2020-07-04T00:00:00Z,2,0
23,Cardoso,3510708,2020-07-05T00:00:00Z,3,0
24,Cardoso,3510708,2020-07-06T00:00:00Z,3,0
25,Cardoso,3510708,2020-07-07T00:00:00Z,1,0
26,Cardoso,3510708,2020-07-08T00:00:00Z,3,0
27,Cardoso,3510708,2020-07-09T00:00:00Z,1,0
28,Cardoso,3510708,2020-07-10T00:00:00Z,2,0
29,Cardoso,3510708,2020-07-11T00:00:00Z,3,1
30,Cardoso,3510708,2020-07-12T00:00:00Z,2,0
31,Cardoso,3510708,2020-07-13T00:00:00Z,2,0
32,Cardoso,3510708,2020-07-14T00:00:00Z,1,0
33,Cardoso,3510708,2020-07-15T00:00:00Z,6,2
34,Cardoso,3510708,2020-07-16T00:00:00Z,2,0
35,Cardoso,3510708,2020-07-17T00:00:00Z,2,0
36,Cardoso,3510708,2020-07-18T00:00:00Z,3,0
37,Cardoso,3510708,2020-07-20T00:00:00Z,3,0
38,Cardoso,3510708,2020-07-21T00:00:00Z,2,0
39,Cardoso,3510708,2020-07-22T00:00:00Z,1,0
40,Cardoso,3510708,2020-07-24T00:00:00Z,2,0
41,Cardoso,3510708,2020-07-25T00:00:00Z,1,0
42,Cardoso,3510708,2020-07-26T00:00:00Z,1,0
43,Cardoso,3510708,2020-07-27T00:00:00Z,2,0
44,Cardoso,3510708,2020-07-28T00:00:00Z,1,0
45,Cardoso,3510708,2020-07-29T00:00:00Z,3,0
46,Cardoso,3510708,2020-07-31T00:00:00Z,1,0
47,Cardoso,3510708,2020-08-01T00:00:00Z,1,0
48,Cardoso,3510708,2020-08-02T00:00:00Z,1,0
49,Cardoso,3510708,2020-08-05T00:00:00Z,4,0
50,Cardoso,3510708,2020-08-07T00:00:00Z,2,0
51,Cardoso,3510708,2020-08-09T00:00:00Z,1,0
52,Cardoso,3510708,2020-08-10T00:00:00Z,2,0
53,Cardoso,3510708,2020-08-12T00:00:00Z,1,0
54,Cardoso,3510708,2020-08-13T00:00:00Z,1,0
55,Cardoso,3510708,2020-08-14T00:00:00Z,4,0
56,Cardoso,3510708,2020-08-16T00:00:00Z,1,0
57,Cardoso,3510708,2020-08-17T00:00:00Z,2,1
58,Cardoso,3510708,2020-08-18T00:00:00Z,2,0
59,Cardoso,3510708,2020-08-20T00:00:00Z,1,0
60,Cardoso,3510708,2020-08-21T00:00:00Z,2,0
61,Cardoso,3510708,2020-08-23T00:00:00Z,1,0
62,Cardoso,3510708,2020-08-24T00:00:00Z,1,0
63,Cardoso,3510708,2020-08-25T00:00:00Z,1,0
64,Cardoso,3510708,2020-08-26T00:00:00Z,1,0
65,Cardoso,3510708,2020-08-27T00:00:00Z,2,0
66,Cardoso,3510708,2020-08-28T00:00:00Z,1,0
67,Cardoso,3510708,2020-08-29T00:00:00Z,2,0
68,Cardoso,3510708,2020-08-30T00:00:00Z,1,0
69,Cardoso,3510708,2020-08-31T00:00:00Z,1,0
70,Cardoso,3510708,2020-09-01T00:00:00Z,2,0
71,Cardoso,3510708,2020-09-03T00:00:00Z,1,0
72,Cardoso,3510708,2020-09-04T00:00:00Z,2,0
73,Cardoso,3510708,2020-09-06T00:00:00Z,2,0
74,Cardoso,3510708,2020-09-07T00:00:00Z,2,0
75,Cardoso,3510708,2020-09-08T00:00:00Z,3,0
76,Cardoso,3510708,2020-09-09T00:00:00Z,2,0
77,Cardoso,3510708,2020-09-11T00:00:00Z,1,0
78,Cardoso,3510708,2020-09-12T00:00:00Z,2,0
