,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito
0,Bariri,3505203,2020-02-20T00:00:00Z,1,0
1,Bariri,3505203,2020-04-02T00:00:00Z,1,0
2,Bariri,3505203,2020-04-19T00:00:00Z,1,0
3,Bariri,3505203,2020-04-26T00:00:00Z,1,0
4,Bariri,3505203,2020-04-27T00:00:00Z,1,0
5,Bariri,3505203,2020-05-03T00:00:00Z,1,0
6,Bariri,3505203,2020-05-06T00:00:00Z,1,1
7,Bariri,3505203,2020-05-07T00:00:00Z,1,0
8,Bariri,3505203,2020-05-08T00:00:00Z,1,0
9,Bariri,3505203,2020-05-09T00:00:00Z,1,0
10,Bariri,3505203,2020-05-10T00:00:00Z,1,0
11,Bariri,3505203,2020-05-16T00:00:00Z,1,0
12,Bariri,3505203,2020-05-17T00:00:00Z,2,0
13,Bariri,3505203,2020-05-20T00:00:00Z,1,0
14,Bariri,3505203,2020-05-24T00:00:00Z,3,0
15,Bariri,3505203,2020-05-25T00:00:00Z,2,0
16,Bariri,3505203,2020-05-26T00:00:00Z,4,0
17,Bariri,3505203,2020-05-27T00:00:00Z,1,0
18,Bariri,3505203,2020-05-28T00:00:00Z,1,0
19,Bariri,3505203,2020-05-30T00:00:00Z,2,0
20,Bariri,3505203,2020-05-31T00:00:00Z,2,0
21,Bariri,3505203,2020-06-01T00:00:00Z,3,0
22,Bariri,3505203,2020-06-02T00:00:00Z,4,1
23,Bariri,3505203,2020-06-03T00:00:00Z,4,0
24,Bariri,3505203,2020-06-04T00:00:00Z,6,0
25,Bariri,3505203,2020-06-05T00:00:00Z,3,0
26,Bariri,3505203,2020-06-06T00:00:00Z,3,0
27,Bariri,3505203,2020-06-07T00:00:00Z,3,0
28,Bariri,3505203,2020-06-08T00:00:00Z,3,0
29,Bariri,3505203,2020-06-09T00:00:00Z,1,0
30,Bariri,3505203,2020-06-10T00:00:00Z,3,0
31,Bariri,3505203,2020-06-12T00:00:00Z,1,0
32,Bariri,3505203,2020-06-13T00:00:00Z,2,0
33,Bariri,3505203,2020-06-14T00:00:00Z,5,0
34,Bariri,3505203,2020-06-15T00:00:00Z,1,0
35,Bariri,3505203,2020-06-16T00:00:00Z,2,1
36,Bariri,3505203,2020-06-17T00:00:00Z,6,2
37,Bariri,3505203,2020-06-18T00:00:00Z,3,0
38,Bariri,3505203,2020-06-19T00:00:00Z,2,0
39,Bariri,3505203,2020-06-20T00:00:00Z,5,0
40,Bariri,3505203,2020-06-22T00:00:00Z,4,0
41,Bariri,3505203,2020-06-23T00:00:00Z,3,0
42,Bariri,3505203,2020-06-24T00:00:00Z,4,0
43,Bariri,3505203,2020-06-25T00:00:00Z,6,0
44,Bariri,3505203,2020-06-26T00:00:00Z,11,0
45,Bariri,3505203,2020-06-27T00:00:00Z,2,0
46,Bariri,3505203,2020-06-28T00:00:00Z,4,0
47,Bariri,3505203,2020-06-29T00:00:00Z,8,0
48,Bariri,3505203,2020-06-30T00:00:00Z,5,0
49,Bariri,3505203,2020-07-01T00:00:00Z,8,1
50,Bariri,3505203,2020-07-02T00:00:00Z,3,0
51,Bariri,3505203,2020-07-03T00:00:00Z,10,0
52,Bariri,3505203,2020-07-04T00:00:00Z,11,1
53,Bariri,3505203,2020-07-05T00:00:00Z,1,0
54,Bariri,3505203,2020-07-06T00:00:00Z,11,0
55,Bariri,3505203,2020-07-07T00:00:00Z,2,0
56,Bariri,3505203,2020-07-08T00:00:00Z,12,0
57,Bariri,3505203,2020-07-09T00:00:00Z,7,1
58,Bariri,3505203,2020-07-10T00:00:00Z,6,0
59,Bariri,3505203,2020-07-11T00:00:00Z,4,0
60,Bariri,3505203,2020-07-12T00:00:00Z,5,0
61,Bariri,3505203,2020-07-13T00:00:00Z,9,0
62,Bariri,3505203,2020-07-14T00:00:00Z,3,0
63,Bariri,3505203,2020-07-15T00:00:00Z,6,0
64,Bariri,3505203,2020-07-16T00:00:00Z,8,0
65,Bariri,3505203,2020-07-17T00:00:00Z,12,0
66,Bariri,3505203,2020-07-18T00:00:00Z,9,0
67,Bariri,3505203,2020-07-20T00:00:00Z,13,0
68,Bariri,3505203,2020-07-21T00:00:00Z,9,0
69,Bariri,3505203,2020-07-22T00:00:00Z,8,0
70,Bariri,3505203,2020-07-23T00:00:00Z,9,1
71,Bariri,3505203,2020-07-24T00:00:00Z,11,0
72,Bariri,3505203,2020-07-25T00:00:00Z,5,1
73,Bariri,3505203,2020-07-26T00:00:00Z,4,0
74,Bariri,3505203,2020-07-27T00:00:00Z,8,0
75,Bariri,3505203,2020-07-28T00:00:00Z,4,0
76,Bariri,3505203,2020-07-29T00:00:00Z,7,0
77,Bariri,3505203,2020-07-30T00:00:00Z,7,0
78,Bariri,3505203,2020-07-31T00:00:00Z,20,0
79,Bariri,3505203,2020-08-01T00:00:00Z,11,0
80,Bariri,3505203,2020-08-02T00:00:00Z,19,0
81,Bariri,3505203,2020-08-03T00:00:00Z,14,1
82,Bariri,3505203,2020-08-04T00:00:00Z,11,1
83,Bariri,3505203,2020-08-05T00:00:00Z,17,0
84,Bariri,3505203,2020-08-06T00:00:00Z,13,0
85,Bariri,3505203,2020-08-07T00:00:00Z,12,0
86,Bariri,3505203,2020-08-08T00:00:00Z,52,0
87,Bariri,3505203,2020-08-09T00:00:00Z,10,0
88,Bariri,3505203,2020-08-10T00:00:00Z,21,0
89,Bariri,3505203,2020-08-11T00:00:00Z,12,0
90,Bariri,3505203,2020-08-12T00:00:00Z,12,1
91,Bariri,3505203,2020-08-13T00:00:00Z,17,0
92,Bariri,3505203,2020-08-14T00:00:00Z,17,0
93,Bariri,3505203,2020-08-15T00:00:00Z,14,1
94,Bariri,3505203,2020-08-16T00:00:00Z,12,0
95,Bariri,3505203,2020-08-17T00:00:00Z,10,1
96,Bariri,3505203,2020-08-18T00:00:00Z,5,0
97,Bariri,3505203,2020-08-19T00:00:00Z,7,0
98,Bariri,3505203,2020-08-20T00:00:00Z,14,0
99,Bariri,3505203,2020-08-21T00:00:00Z,13,0
100,Bariri,3505203,2020-08-22T00:00:00Z,11,0
101,Bariri,3505203,2020-08-23T00:00:00Z,6,0
102,Bariri,3505203,2020-08-24T00:00:00Z,8,0
103,Bariri,3505203,2020-08-25T00:00:00Z,10,0
104,Bariri,3505203,2020-08-26T00:00:00Z,5,0
105,Bariri,3505203,2020-08-27T00:00:00Z,12,1
106,Bariri,3505203,2020-08-28T00:00:00Z,13,0
107,Bariri,3505203,2020-08-29T00:00:00Z,3,0
108,Bariri,3505203,2020-08-30T00:00:00Z,8,0
109,Bariri,3505203,2020-08-31T00:00:00Z,6,0
110,Bariri,3505203,2020-09-01T00:00:00Z,7,0
111,Bariri,3505203,2020-09-02T00:00:00Z,8,0
112,Bariri,3505203,2020-09-03T00:00:00Z,7,0
113,Bariri,3505203,2020-09-04T00:00:00Z,9,0
114,Bariri,3505203,2020-09-05T00:00:00Z,12,0
115,Bariri,3505203,2020-09-06T00:00:00Z,6,0
116,Bariri,3505203,2020-09-07T00:00:00Z,7,0
117,Bariri,3505203,2020-09-08T00:00:00Z,5,0
118,Bariri,3505203,2020-09-09T00:00:00Z,2,1
119,Bariri,3505203,2020-09-10T00:00:00Z,10,0
120,Bariri,3505203,2020-09-11T00:00:00Z,6,0
121,Bariri,3505203,2020-09-12T00:00:00Z,6,0
122,Bariri,3505203,2020-09-13T00:00:00Z,4,0
123,Bariri,3505203,2020-09-14T00:00:00Z,11,0
124,Bariri,3505203,2020-09-15T00:00:00Z,4,0
125,Bariri,3505203,2020-09-16T00:00:00Z,2,0
126,Bariri,3505203,2020-09-17T00:00:00Z,4,0
127,Bariri,3505203,2020-09-18T00:00:00Z,10,1
128,Bariri,3505203,2020-09-19T00:00:00Z,7,0
129,Bariri,3505203,2020-09-20T00:00:00Z,15,0
130,Bariri,3505203,2020-09-21T00:00:00Z,10,0
131,Bariri,3505203,2020-09-22T00:00:00Z,8,0
132,Bariri,3505203,2020-09-23T00:00:00Z,6,0
133,Bariri,3505203,2020-09-24T00:00:00Z,11,0
134,Bariri,3505203,2020-09-25T00:00:00Z,9,0
135,Bariri,3505203,2020-09-26T00:00:00Z,6,0
136,Bariri,3505203,2020-09-27T00:00:00Z,5,0
137,Bariri,3505203,2020-09-28T00:00:00Z,9,2
138,Bariri,3505203,2020-09-29T00:00:00Z,2,0
139,Bariri,3505203,2020-09-30T00:00:00Z,11,1
140,Bariri,3505203,2020-10-01T00:00:00Z,11,0
141,Bariri,3505203,2020-10-02T00:00:00Z,14,1
142,Bariri,3505203,2020-10-03T00:00:00Z,11,0
143,Bariri,3505203,2020-10-04T00:00:00Z,11,2
144,Bariri,3505203,2020-10-05T00:00:00Z,10,0
145,Bariri,3505203,2020-10-06T00:00:00Z,6,1
146,Bariri,3505203,2020-10-07T00:00:00Z,10,0
147,Bariri,3505203,2020-10-08T00:00:00Z,6,1
148,Bariri,3505203,2020-10-09T00:00:00Z,17,0
149,Bariri,3505203,2020-10-10T00:00:00Z,14,0
150,Bariri,3505203,2020-10-11T00:00:00Z,3,0
151,Bariri,3505203,2020-10-12T00:00:00Z,4,0
152,Bariri,3505203,2020-10-13T00:00:00Z,10,0
153,Bariri,3505203,2020-10-14T00:00:00Z,4,0
154,Bariri,3505203,2020-10-15T00:00:00Z,4,0
155,Bariri,3505203,2020-10-16T00:00:00Z,3,0
156,Bariri,3505203,2020-10-17T00:00:00Z,10,1
157,Bariri,3505203,2020-10-18T00:00:00Z,3,0
158,Bariri,3505203,2020-10-19T00:00:00Z,9,1
159,Bariri,3505203,2020-10-20T00:00:00Z,2,0
160,Bariri,3505203,2020-10-21T00:00:00Z,3,0
161,Bariri,3505203,2020-10-22T00:00:00Z,5,1
162,Bariri,3505203,2020-10-23T00:00:00Z,8,0
163,Bariri,3505203,2020-10-24T00:00:00Z,4,0
164,Bariri,3505203,2020-10-25T00:00:00Z,4,1
165,Bariri,3505203,2020-10-26T00:00:00Z,4,0
166,Bariri,3505203,2020-10-27T00:00:00Z,2,0
167,Bariri,3505203,2020-10-28T00:00:00Z,1,0
168,Bariri,3505203,2020-10-29T00:00:00Z,4,0
169,Bariri,3505203,2020-10-30T00:00:00Z,6,0
170,Bariri,3505203,2020-10-31T00:00:00Z,3,0
171,Bariri,3505203,2020-11-01T00:00:00Z,4,0
172,Bariri,3505203,2020-11-02T00:00:00Z,4,0
173,Bariri,3505203,2020-11-03T00:00:00Z,3,0
174,Bariri,3505203,2020-11-04T00:00:00Z,1,0
175,Bariri,3505203,2020-11-05T00:00:00Z,5,0
176,Bariri,3505203,2020-11-06T00:00:00Z,5,0
177,Bariri,3505203,2020-11-07T00:00:00Z,7,0
178,Bariri,3505203,2020-11-08T00:00:00Z,3,0
179,Bariri,3505203,2020-11-09T00:00:00Z,6,0
180,Bariri,3505203,2020-11-10T00:00:00Z,2,0
181,Bariri,3505203,2020-11-11T00:00:00Z,1,0
182,Bariri,3505203,2020-11-12T00:00:00Z,6,0
183,Bariri,3505203,2020-11-13T00:00:00Z,2,0
184,Bariri,3505203,2020-11-14T00:00:00Z,2,0
185,Bariri,3505203,2020-11-15T00:00:00Z,5,0
186,Bariri,3505203,2020-11-16T00:00:00Z,4,0
187,Bariri,3505203,2020-11-17T00:00:00Z,3,0
188,Bariri,3505203,2020-11-18T00:00:00Z,3,0
189,Bariri,3505203,2020-11-19T00:00:00Z,4,0
190,Bariri,3505203,2020-11-20T00:00:00Z,2,0
191,Bariri,3505203,2020-11-22T00:00:00Z,3,0
192,Bariri,3505203,2020-11-23T00:00:00Z,3,0
193,Bariri,3505203,2020-11-24T00:00:00Z,1,0
194,Bariri,3505203,2020-11-25T00:00:00Z,4,0
195,Bariri,3505203,2020-11-26T00:00:00Z,1,0
196,Bariri,3505203,2020-11-27T00:00:00Z,2,0
197,Bariri,3505203,2020-11-28T00:00:00Z,2,0
198,Bariri,3505203,2020-11-29T00:00:00Z,4,0
199,Bariri,3505203,2020-11-30T00:00:00Z,4,0
200,Bariri,3505203,2020-12-01T00:00:00Z,3,0
201,Bariri,3505203,2020-12-02T00:00:00Z,3,0
202,Bariri,3505203,2020-12-03T00:00:00Z,1,0
203,Bariri,3505203,2020-12-04T00:00:00Z,6,0
