,Unnamed: 0,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito
0,0,Presidente Prudente,3541406,2020-02-10T00:00:00Z,0.0,0.0
1,1,Presidente Prudente,3541406,2020-02-15T00:00:00Z,0.0,0.0
2,2,Presidente Prudente,3541406,2020-02-23T00:00:00Z,0.0,0.0
3,3,Presidente Prudente,3541406,2020-03-05T00:00:00Z,0.0,0.0
4,4,Presidente Prudente,3541406,2020-03-08T00:00:00Z,0.0,0.0
5,5,Presidente Prudente,3541406,2020-03-11T00:00:00Z,0.0,0.0
6,6,Presidente Prudente,3541406,2020-03-14T00:00:00Z,0.0,0.0
7,7,Presidente Prudente,3541406,2020-03-15T00:00:00Z,0.0049261083743842365,0.0
8,8,Presidente Prudente,3541406,2020-03-16T00:00:00Z,0.0,0.0
9,9,Presidente Prudente,3541406,2020-03-18T00:00:00Z,0.0,0.09090909090909091
10,10,Presidente Prudente,3541406,2020-03-20T00:00:00Z,0.0,0.0
11,11,Presidente Prudente,3541406,2020-03-23T00:00:00Z,0.0049261083743842365,0.0
12,12,Presidente Prudente,3541406,2020-03-24T00:00:00Z,0.0049261083743842365,0.0
13,13,Presidente Prudente,3541406,2020-03-25T00:00:00Z,0.0049261083743842365,0.0
14,14,Presidente Prudente,3541406,2020-03-26T00:00:00Z,0.019704433497536946,0.0
15,15,Presidente Prudente,3541406,2020-03-27T00:00:00Z,0.0049261083743842365,0.09090909090909091
16,16,Presidente Prudente,3541406,2020-03-28T00:00:00Z,0.0,0.0
17,17,Presidente Prudente,3541406,2020-03-29T00:00:00Z,0.0,0.0
18,18,Presidente Prudente,3541406,2020-03-31T00:00:00Z,0.0,0.0
19,19,Presidente Prudente,3541406,2020-04-01T00:00:00Z,0.0,0.0
20,20,Presidente Prudente,3541406,2020-04-02T00:00:00Z,0.0,0.0
21,21,Presidente Prudente,3541406,2020-04-03T00:00:00Z,0.0049261083743842365,0.09090909090909091
22,22,Presidente Prudente,3541406,2020-04-04T00:00:00Z,0.0,0.09090909090909091
23,23,Presidente Prudente,3541406,2020-04-05T00:00:00Z,0.0,0.0
24,24,Presidente Prudente,3541406,2020-04-06T00:00:00Z,0.0049261083743842365,0.0
25,25,Presidente Prudente,3541406,2020-04-07T00:00:00Z,0.0,0.0
26,26,Presidente Prudente,3541406,2020-04-09T00:00:00Z,0.0,0.0
27,27,Presidente Prudente,3541406,2020-04-10T00:00:00Z,0.009852216748768471,0.0
28,28,Presidente Prudente,3541406,2020-04-11T00:00:00Z,0.009852216748768471,0.0
29,29,Presidente Prudente,3541406,2020-04-12T00:00:00Z,0.02463054187192118,0.09090909090909091
30,30,Presidente Prudente,3541406,2020-04-13T00:00:00Z,0.009852216748768471,0.0
31,31,Presidente Prudente,3541406,2020-04-14T00:00:00Z,0.0049261083743842365,0.0
32,32,Presidente Prudente,3541406,2020-04-15T00:00:00Z,0.034482758620689655,0.0
33,33,Presidente Prudente,3541406,2020-04-16T00:00:00Z,0.0049261083743842365,0.0
34,34,Presidente Prudente,3541406,2020-04-17T00:00:00Z,0.014778325123152709,0.09090909090909091
35,35,Presidente Prudente,3541406,2020-04-18T00:00:00Z,0.0049261083743842365,0.0
36,36,Presidente Prudente,3541406,2020-04-19T00:00:00Z,0.019704433497536946,0.0
